"No.","Time","Source","Destination","Protocol","Length","Info","cluster","illuminance","colory"
"1200","424.977683","","","IEEE 802.15.4","65","Ack","","",""
"1201","428.378649","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1202","430.041343","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 72","Illuminance Measurement","770 (=0.193988 [lx])",""
"1203","430.043404","","","IEEE 802.15.4","65","Ack","","",""
"1204","430.045270","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 73","Occupancy Sensing","",""
"1205","430.047304","","","IEEE 802.15.4","65","Ack","","",""
"1206","430.048169","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 72","Illuminance Measurement","770 (=0.193988 [lx])",""
"1207","430.050248","","","IEEE 802.15.4","65","Ack","","",""
"1208","430.052378","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 73","Occupancy Sensing","",""
"1209","430.054424","","","IEEE 802.15.4","65","Ack","","",""
"1210","430.689086","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1211","433.515264","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1212","444.144232","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1213","445.613658","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1214","449.335955","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1215","459.908323","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1216","460.590392","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1217","464.250566","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1218","475.665960","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1219","475.671552","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1220","480.347618","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1221","490.714253","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1222","491.436410","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1223","491.710024","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 74","Illuminance Measurement","770 (=0.193988 [lx])",""
"1224","491.712092","","","IEEE 802.15.4","65","Ack","","",""
"1225","491.713956","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 75","Occupancy Sensing","",""
"1226","491.715991","","","IEEE 802.15.4","65","Ack","","",""
"1227","491.716808","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 74","Illuminance Measurement","770 (=0.193988 [lx])",""
"1228","491.718888","","","IEEE 802.15.4","65","Ack","","",""
"1229","491.721010","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 75","Occupancy Sensing","",""
"1230","491.723057","","","IEEE 802.15.4","65","Ack","","",""
"1231","497.556621","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1232","500.683549","","","IEEE 802.15.4","70","Beacon","","",""
"1233","505.645603","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1234","507.200285","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1235","511.234544","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1236","520.696311","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1237","522.966103","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1238","524.941510","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1239","533.136191","0x0000","Broadcast","ZigBee","111","Many-to-One Route Request, Dst: 0xfffc, Src: 0x0000","","",""
"1240","535.615650","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1241","538.729045","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1242","538.871812","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1243","550.706210","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1244","554.495428","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1245","554.544563","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1246","565.599938","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1247","568.273964","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1248","570.258690","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1249","580.651975","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1250","582.689551","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1251","586.022260","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1252","595.716542","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1253","598.453867","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1254","601.351359","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 24","Color Control","",""
"1255","601.353419","","","IEEE 802.15.4","65","Ack","","",""
"1256","601.360476","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1257","601.362299","","","IEEE 802.15.4","65","Ack","","",""
"1258","601.369841","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 24","Color Control","",""
"1259","601.371791","","","IEEE 802.15.4","65","Ack","","",""
"1260","601.377603","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1261","601.379408","","","IEEE 802.15.4","65","Ack","","",""
"1262","601.787426","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1263","603.417477","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 76","Illuminance Measurement","770 (=0.193988 [lx])",""
"1264","603.419540","","","IEEE 802.15.4","65","Ack","","",""
"1265","603.421401","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 77","Occupancy Sensing","",""
"1266","603.423435","","","IEEE 802.15.4","65","Ack","","",""
"1267","603.424391","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 76","Illuminance Measurement","770 (=0.193988 [lx])",""
"1268","603.426471","","","IEEE 802.15.4","65","Ack","","",""
"1269","603.428574","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 77","Occupancy Sensing","",""
"1270","603.430622","","","IEEE 802.15.4","65","Ack","","",""
"1271","610.637626","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1272","612.941011","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1273","613.925698","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 78","Illuminance Measurement","770 (=0.193988 [lx])",""
"1274","613.927767","","","IEEE 802.15.4","65","Ack","","",""
"1275","613.929630","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 79","Occupancy Sensing","",""
"1276","613.931665","","","IEEE 802.15.4","65","Ack","","",""
"1277","613.932473","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 78","Illuminance Measurement","770 (=0.193988 [lx])",""
"1278","613.934549","","","IEEE 802.15.4","65","Ack","","",""
"1279","613.936664","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 79","Occupancy Sensing","",""
"1280","613.938711","","","IEEE 802.15.4","65","Ack","","",""
"1281","616.564736","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 25","Color Control","",""
"1282","616.566799","","","IEEE 802.15.4","65","Ack","","",""
"1283","616.573886","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1284","616.575710","","","IEEE 802.15.4","65","Ack","","",""
"1285","616.583174","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 25","Color Control","",""
"1286","616.585126","","","IEEE 802.15.4","65","Ack","","",""
"1287","616.589879","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1288","616.591686","","","IEEE 802.15.4","65","Ack","","",""
"1289","617.553290","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1290","617.902104","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 26","Color Control","",""
"1291","617.904165","","","IEEE 802.15.4","65","Ack","","",""
"1292","617.911182","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1293","617.913005","","","IEEE 802.15.4","65","Ack","","",""
"1294","617.920484","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 26","Color Control","",""
"1295","617.922436","","","IEEE 802.15.4","65","Ack","","",""
"1296","617.926981","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1297","617.928782","","","IEEE 802.15.4","65","Ack","","",""
"1298","618.552282","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 27","Color Control","",""
"1299","618.554351","","","IEEE 802.15.4","65","Ack","","",""
"1300","618.561757","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1301","618.563580","","","IEEE 802.15.4","65","Ack","","",""
"1302","618.571044","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 27","Color Control","",""
"1303","618.572994","","","IEEE 802.15.4","65","Ack","","",""
"1304","618.579365","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1305","618.581169","","","IEEE 802.15.4","65","Ack","","",""
"1306","625.660338","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1307","628.091061","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1308","633.317389","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1309","638.204410","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 28","Color Control","",""
"1310","638.206473","","","IEEE 802.15.4","65","Ack","","",""
"1311","638.213492","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1312","638.215316","","","IEEE 802.15.4","65","Ack","","",""
"1313","638.222795","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 28","Color Control","",""
"1314","638.224743","","","IEEE 802.15.4","65","Ack","","",""
"1315","638.229409","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1316","638.231215","","","IEEE 802.15.4","65","Ack","","",""
"1317","640.637057","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1318","641.764918","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1319","649.082572","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1320","655.649587","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1321","658.783578","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1322","658.967406","0x0000","Broadcast","ZigBee","111","Many-to-One Route Request, Dst: 0xfffc, Src: 0x0000","","",""
"1323","661.532439","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 29","Color Control","",""
"1324","661.534501","","","IEEE 802.15.4","65","Ack","","",""
"1325","661.541899","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1326","661.543722","","","IEEE 802.15.4","65","Ack","","",""
"1327","661.551090","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 29","Color Control","",""
"1328","661.553042","","","IEEE 802.15.4","65","Ack","","",""
"1329","661.557740","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1330","661.559545","","","IEEE 802.15.4","65","Ack","","",""
"1331","662.748462","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 30","Color Control","",""
"1332","662.750530","","","IEEE 802.15.4","65","Ack","","",""
"1333","662.757143","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1334","662.758966","","","IEEE 802.15.4","65","Ack","","",""
"1335","662.766434","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 30","Color Control","",""
"1336","662.768385","","","IEEE 802.15.4","65","Ack","","",""
"1337","662.773217","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1338","662.775022","","","IEEE 802.15.4","65","Ack","","",""
"1339","663.214770","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 31","Color Control","",""
"1340","663.216831","","","IEEE 802.15.4","65","Ack","","",""
"1341","663.224166","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1342","663.225993","","","IEEE 802.15.4","65","Ack","","",""
"1343","663.233356","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 31","Color Control","",""
"1344","663.235309","","","IEEE 802.15.4","65","Ack","","",""
"1345","663.239827","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1346","663.241631","","","IEEE 802.15.4","65","Ack","","",""
"1347","663.617884","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 32","Color Control","",""
"1348","663.619944","","","IEEE 802.15.4","65","Ack","","",""
"1349","663.626846","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1350","663.628669","","","IEEE 802.15.4","65","Ack","","",""
"1351","663.636051","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 32","Color Control","",""
"1352","663.638003","","","IEEE 802.15.4","65","Ack","","",""
"1353","663.644277","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1354","663.646082","","","IEEE 802.15.4","65","Ack","","",""
"1355","663.981940","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 33","Color Control","",""
"1356","663.983998","","","IEEE 802.15.4","65","Ack","","",""
"1357","663.990877","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1358","663.992700","","","IEEE 802.15.4","65","Ack","","",""
"1359","663.999975","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 33","Color Control","",""
"1360","664.001928","","","IEEE 802.15.4","65","Ack","","",""
"1361","664.007543","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1362","664.009347","","","IEEE 802.15.4","65","Ack","","",""
"1363","664.845844","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1364","664.900258","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 34","Color Control","",""
"1365","664.902321","","","IEEE 802.15.4","65","Ack","","",""
"1366","664.909738","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1367","664.911558","","","IEEE 802.15.4","65","Ack","","",""
"1368","664.918816","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 34","Color Control","",""
"1369","664.920767","","","IEEE 802.15.4","65","Ack","","",""
"1370","664.925922","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1371","664.927727","","","IEEE 802.15.4","65","Ack","","",""
"1372","665.901426","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 35","Color Control","",""
"1373","665.903487","","","IEEE 802.15.4","65","Ack","","",""
"1374","665.910685","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1375","665.912508","","","IEEE 802.15.4","65","Ack","","",""
"1376","665.919780","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 35","Color Control","",""
"1377","665.921732","","","IEEE 802.15.4","65","Ack","","",""
"1378","665.928368","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1379","665.930172","","","IEEE 802.15.4","65","Ack","","",""
"1380","666.315803","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 36","Color Control","",""
"1381","666.317864","","","IEEE 802.15.4","65","Ack","","",""
"1382","666.324818","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1383","666.326641","","","IEEE 802.15.4","65","Ack","","",""
"1384","666.333929","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 36","Color Control","",""
"1385","666.335881","","","IEEE 802.15.4","65","Ack","","",""
"1386","666.340515","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1387","666.342320","","","IEEE 802.15.4","65","Ack","","",""
"1388","666.518234","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 37","Color Control","",""
"1389","666.520293","","","IEEE 802.15.4","65","Ack","","",""
"1390","666.527587","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1391","666.529411","","","IEEE 802.15.4","65","Ack","","",""
"1392","666.536594","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 37","Color Control","",""
"1393","666.538543","","","IEEE 802.15.4","65","Ack","","",""
"1394","666.544449","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1395","666.546254","","","IEEE 802.15.4","65","Ack","","",""
"1396","666.686079","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 38","Color Control","",""
"1397","666.688149","","","IEEE 802.15.4","65","Ack","","",""
"1398","666.695580","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1399","666.697403","","","IEEE 802.15.4","65","Ack","","",""
"1400","666.704567","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 38","Color Control","",""
"1401","666.706518","","","IEEE 802.15.4","65","Ack","","",""
"1402","666.711972","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1403","666.713779","","","IEEE 802.15.4","65","Ack","","",""
"1404","666.851817","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 39","Color Control","",""
"1405","666.853877","","","IEEE 802.15.4","65","Ack","","",""
"1406","666.860753","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1407","666.862576","","","IEEE 802.15.4","65","Ack","","",""
"1408","666.869869","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 39","Color Control","",""
"1409","666.871820","","","IEEE 802.15.4","65","Ack","","",""
"1410","666.878171","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1411","666.879977","","","IEEE 802.15.4","65","Ack","","",""
"1412","667.002978","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 40","Color Control","",""
"1413","667.005050","","","IEEE 802.15.4","65","Ack","","",""
"1414","667.012455","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1415","667.014278","","","IEEE 802.15.4","65","Ack","","",""
"1416","667.021472","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 40","Color Control","",""
"1417","667.023424","","","IEEE 802.15.4","65","Ack","","",""
"1418","667.029799","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1419","667.031603","","","IEEE 802.15.4","65","Ack","","",""
"1420","667.170753","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 41","Color Control","",""
"1421","667.172814","","","IEEE 802.15.4","65","Ack","","",""
"1422","667.180032","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1423","667.181856","","","IEEE 802.15.4","65","Ack","","",""
"1424","667.188943","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 41","Color Control","",""
"1425","667.190894","","","IEEE 802.15.4","65","Ack","","",""
"1426","667.195721","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1427","667.197525","","","IEEE 802.15.4","65","Ack","","",""
"1428","667.351773","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 42","Color Control","",""
"1429","667.353838","","","IEEE 802.15.4","65","Ack","","",""
"1430","667.360932","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1431","667.362756","","","IEEE 802.15.4","65","Ack","","",""
"1432","667.369825","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 42","Color Control","",""
"1433","667.371776","","","IEEE 802.15.4","65","Ack","","",""
"1434","667.378199","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1435","667.380003","","","IEEE 802.15.4","65","Ack","","",""
"1436","667.519766","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 43","Color Control","",""
"1437","667.521836","","","IEEE 802.15.4","65","Ack","","",""
"1438","667.529268","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1439","667.531092","","","IEEE 802.15.4","65","Ack","","",""
"1440","667.538175","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 43","Color Control","",""
"1441","667.540126","","","IEEE 802.15.4","65","Ack","","",""
"1442","667.545591","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1443","667.547397","","","IEEE 802.15.4","65","Ack","","",""
"1444","667.686600","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 44","Color Control","",""
"1445","667.688660","","","IEEE 802.15.4","65","Ack","","",""
"1446","667.695546","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1447","667.697370","","","IEEE 802.15.4","65","Ack","","",""
"1448","667.704469","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 44","Color Control","",""
"1449","667.706420","","","IEEE 802.15.4","65","Ack","","",""
"1450","667.711995","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1451","667.713803","","","IEEE 802.15.4","65","Ack","","",""
"1452","667.856068","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 45","Color Control","",""
"1453","667.858129","","","IEEE 802.15.4","65","Ack","","",""
"1454","667.865385","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1455","667.867209","","","IEEE 802.15.4","65","Ack","","",""
"1456","667.874203","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 45","Color Control","",""
"1457","667.876153","","","IEEE 802.15.4","65","Ack","","",""
"1458","667.882661","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1459","667.884476","","","IEEE 802.15.4","65","Ack","","",""
"1460","668.037375","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 46","Color Control","",""
"1461","668.039436","","","IEEE 802.15.4","65","Ack","","",""
"1462","668.046370","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1463","668.048195","","","IEEE 802.15.4","65","Ack","","",""
"1464","668.055168","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 46","Color Control","",""
"1465","668.057119","","","IEEE 802.15.4","65","Ack","","",""
"1466","668.062353","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1467","668.064157","","","IEEE 802.15.4","65","Ack","","",""
"1468","668.204654","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 47","Color Control","",""
"1469","668.206712","","","IEEE 802.15.4","65","Ack","","",""
"1470","668.213672","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1471","668.215495","","","IEEE 802.15.4","65","Ack","","",""
"1472","668.222485","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 47","Color Control","",""
"1473","668.224436","","","IEEE 802.15.4","65","Ack","","",""
"1474","668.230995","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1475","668.232801","","","IEEE 802.15.4","65","Ack","","",""
"1476","668.371679","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 48","Color Control","",""
"1477","668.373741","","","IEEE 802.15.4","65","Ack","","",""
"1478","668.380855","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1479","668.382679","","","IEEE 802.15.4","65","Ack","","",""
"1480","668.389799","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 48","Color Control","",""
"1481","668.391750","","","IEEE 802.15.4","65","Ack","","",""
"1482","668.396313","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1483","668.398121","","","IEEE 802.15.4","65","Ack","","",""
"1484","670.693651","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1485","670.971163","0x0000","0x1212","ZigBee HA","113","ZCL: Write Attributes, Seq: 49","Color Control","",""
"1486","670.973224","","","IEEE 802.15.4","65","Ack","","",""
"1487","670.980504","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1488","670.982328","","","IEEE 802.15.4","65","Ack","","",""
"1489","670.989225","0x1212","0x0000","ZigBee HA","109","ZCL: Write Attributes Response, Seq: 49","Color Control","",""
"1490","670.991176","","","IEEE 802.15.4","65","Ack","","",""
"1491","670.996145","0x0000","0x1212","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Color Control","",""
"1492","670.997943","","","IEEE 802.15.4","65","Ack","","",""
"1493","673.843914","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 80","Illuminance Measurement","770 (=0.193988 [lx])",""
"1494","673.845975","","","IEEE 802.15.4","65","Ack","","",""
"1495","673.847839","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 81","Occupancy Sensing","",""
"1496","673.849873","","","IEEE 802.15.4","65","Ack","","",""
"1497","673.850707","0xd86b","0x0000","ZigBee HA","113","ZCL: Report Attributes, Seq: 80","Illuminance Measurement","770 (=0.193988 [lx])",""
"1498","673.852786","","","IEEE 802.15.4","65","Ack","","",""
"1499","673.854904","0xd86b","0x0000","ZigBee HA","112","ZCL: Report Attributes, Seq: 81","Occupancy Sensing","",""
"1500","673.856951","","","IEEE 802.15.4","65","Ack","","",""
"1501","675.132291","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1502","680.609369","0x0000","Broadcast","ZigBee","107","Link Status","","",""
"1503","685.615753","0x1212","Broadcast","ZigBee","110","Link Status","","",""
"1504","689.714198","0x0000","Broadcast","ZigBee","110","Link Status","","",""
"1505","690.361888","0x0000","0x1212","ZigBee HA","112","ZCL: Write Attributes, Seq: 50","Level Control","",""
"1506","690.363926","","","IEEE 802.15.4","65","Ack","","",""
"1507","690.371296","0x1212","0x0000","ZigBee","105","APS: Ack, Dst Endpt: 1, Src Endpt: 1","Level Control","",""
"1508","690.373120","","","IEEE 802.15.4","65","Ack","","",""
